,budget,company,country,director,genre,gross,film,rating,released,runtime,movie score,star,votes,writer,year,Oscar Award Count,Oscar Nominations,star avg score,director avg score,writer avg score,genre avg score,rating avg score,country avg score,company avg score,Golden Globes Awards,Golden Globes Nominations,Total Nominations,Total Awards
5629,35000000,Dino De Laurentiis Company,UK,Doug Lefler,Action,5932060,The Last Legion,PG-13,3/2/12,102,5.4,Colin Firth,30987,Jez Butterworth,2007,0.0,0.0,6.925,5.4,6.1,6.1060856498873015,6.254035087719299,6.660601719197714,6.157142857142857,0.0,1.0,1.0,0.0
5630,0,New Line Cinema,USA,Robert Shaye,Drama,21471047,The Last Mimzy,PG,3/9/12,96,6.3,Joely Richardson,19523,Bruce Joel Rubin,2007,0.0,0.0,6.3,6.199999999999999,6.800000000000001,6.715720221606655,6.143007360672984,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
5631,0,Orion Pictures,USA,John Mackenzie,Action,1531489,The Last of the Finest,R,3/9/12,106,5.7,Brian Dennehy,879,Jere Cunningham,1990,0.0,0.0,6.35,5.8999999999999995,5.7,6.1060856498873015,6.453213443396231,6.216789819376035,6.2475,0.0,1.0,1.0,0.0
5632,40000000,Morgan Creek Productions,USA,Michael Mann,Action,75505856,The Last of the Mohicans,R,3/9/12,112,7.8,Daniel Day-Lewis,122987,James Fenimore Cooper,1992,1.0,1.0,7.091666666666668,7.099999999999999,7.8,6.1060856498873015,6.453213443396231,6.216789819376035,5.967567567567568,0.0,1.0,2.0,1.0
5633,140000000,Warner Bros.,USA,Edward Zwick,Action,111110575,The Last Samurai,R,3/9/12,154,7.7,Tom Cruise,340268,John Logan,2003,0.0,4.0,6.974074074074075,6.991666666666667,6.720000000000001,6.1060856498873015,6.453213443396231,6.216789819376035,6.3843537414965965,0.0,3.0,7.0,0.0
5634,2500000,Incorporated Television Company (ITC),UK,John Dahl,Crime,6138485,The Last Seduction,R,3/9/12,110,7.1,Linda Fiorentino,17307,Steve Barancik,1994,0.0,0.0,6.25,6.728571428571429,7.1,6.756321839080459,6.453213443396231,6.660601719197714,6.675,0.0,1.0,1.0,0.0
5635,20000000,Touchstone Pictures,USA,Julie Anne Robinson,Drama,62950384,The Last Song,PG,3/9/12,100,5.9,Miley Cyrus,66108,Nicholas Sparks,2010,0.0,0.0,4.833333333333333,5.6,6.65,6.715720221606655,6.143007360672984,6.216789819376035,6.33435114503817,0.0,1.0,1.0,0.0
5636,45000000,Di Bonaventura Pictures,USA,Jee-woon Kim,Action,12050299,The Last Stand,R,3/9/12,107,6.4,Arnold Schwarzenegger,120452,Andrew Knauer,2013,0.0,0.0,6.136363636363637,7.166666666666667,6.4,6.1060856498873015,6.453213443396231,6.216789819376035,6.5,0.0,1.0,1.0,0.0
5637,0,Egoli Tossell Film,UK,Michael Hoffman,Biography,6616974,The Last Station,R,3/15/12,112,7.0,Helen Mirren,16078,Michael Hoffman,2009,0.0,2.0,6.6909090909090905,6.5,6.35,7.040389972144843,6.453213443396231,6.660601719197714,6.8,0.0,1.0,3.0,0.0
5638,0,Columbia Pictures Corporation,USA,Stacy Title,Comedy,442965,The Last Supper,R,3/16/12,92,6.8,Cameron Diaz,12713,Dan Rosen,1995,0.0,0.0,6.03,6.8,6.8,6.1657692307692304,6.453213443396231,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
5639,7000000,Universal Pictures,Canada,Martin Scorsese,Drama,7630564,The Last Temptation of Christ,R,3/16/12,164,7.6,Willem Dafoe,42782,Nikos Kazantzakis,1988,0.0,1.0,6.781818181818182,7.62,7.6,6.715720221606655,6.453213443396231,6.217333333333339,6.396357615894037,0.0,1.0,2.0,0.0
5640,4000000,Bates Entertainment,USA,Stephen Kay,Biography,46362,The Last Time I Committed Suicide,R,3/16/12,92,5.8,Thomas Jane,1776,Neal Cassady,1997,0.0,0.0,6.362500000000001,5.0,5.8,7.040389972144843,6.453213443396231,6.216789819376035,5.75,0.0,1.0,1.0,0.0
5641,90000000,Summit Entertainment,USA,Breck Eisner,Action,27367660,The Last Witch Hunter,PG-13,3/21/12,106,6.0,Vin Diesel,74795,Cory Goodman,2015,0.0,0.0,6.476923076923076,6.166666666666667,5.833333333333333,6.1060856498873015,6.254035087719299,6.216789819376035,6.344736842105261,0.0,1.0,1.0,0.0
5642,10000000,Allied Vision,UK,Brett Leonard,Horror,32101000,The Lawnmower Man,R,3/23/12,108,5.4,Jeff Fahey,29522,Stephen King,1992,0.0,0.0,5.45,5.075,6.336363636363635,5.68700361010831,6.453213443396231,6.660601719197714,5.466666666666666,0.0,1.0,1.0,0.0
5643,3300000,Blumhouse Productions,USA,David Gelb,Horror,25799043,The Lazarus Effect,PG-13,3/30/12,83,5.2,Olivia Wilde,32659,Luke Dawson,2015,0.0,0.0,5.65,5.2,5.2,5.68700361010831,6.254035087719299,6.216789819376035,5.5,0.0,1.0,1.0,0.0
5644,78000000,Angry Films,USA,Stephen Norrington,Action,66465204,The League of Extraordinary Gentlemen,PG-13,3/30/12,110,5.8,Sean Connery,148712,Alan Moore,2003,0.0,0.0,6.5,6.2,6.3,6.1060856498873015,6.254035087719299,6.216789819376035,5.699999999999999,0.0,1.0,1.0,0.0
5645,10000000,Foresight Unlimited,USA,Matthew Chapman,Drama,5176,The Ledge,R,3/30/12,100,6.6,Charlie Hunnam,16604,Matthew Chapman,2011,0.0,0.0,6.8,5.949999999999999,5.866666666666667,6.715720221606655,6.453213443396231,6.216789819376035,5.8,0.0,1.0,1.0,0.0
5646,9000000,Sciarlò,Italy,Giuseppe Tornatore,Drama,259127,The Legend of 1900,R,4/6/12,165,8.1,Tim Roth,45151,Alessandro Baricco,1998,0.0,0.0,6.949999999999999,7.8,7.0,6.715720221606655,6.453213443396231,6.958823529411763,8.1,1.0,1.0,1.0,1.0
5647,80000000,Twentieth Century Fox Film Corporation,USA,Robert Redford,Drama,30695227,The Legend of Bagger Vance,PG-13,4/13/12,126,6.7,Will Smith,48043,Steven Pressfield,2000,0.0,0.0,6.770000000000001,6.8125,5.85,6.715720221606655,6.254035087719299,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
5648,10000000,Golden Harvest Company,Hong Kong,Chia-Liang Liu,Action,11546543,The Legend of Drunken Master,R,4/13/12,102,7.6,Jackie Chan,37144,Edward Tang,1994,0.0,0.0,6.380000000000001,7.6,7.066666666666667,6.1060856498873015,6.453213443396231,6.951282051282049,6.5,0.0,1.0,1.0,0.0
5649,70000000,Summit Entertainment,USA,Renny Harlin,Action,18848538,The Legend of Hercules,PG-13,4/13/12,100,4.2,Kellan Lutz,47597,Sean Hood,2014,0.0,0.0,4.2,5.66,4.2,6.1060856498873015,6.254035087719299,6.216789819376035,6.344736842105261,0.0,1.0,1.0,0.0
5650,180000000,Warner Bros. Pictures,UK,David Yates,Action,126643061,The Legend of Tarzan,PG-13,4/13/12,110,6.3,Alexander Skarsgård,128712,Adam Cozad,2016,0.0,0.0,6.05,7.416666666666667,6.25,6.1060856498873015,6.254035087719299,6.660601719197714,7.199999999999999,0.0,1.0,1.0,0.0
5651,75000000,Columbia Pictures,USA,Martin Campbell,Action,46464023,The Legend of Zorro,PG,4/13/12,129,5.9,Antonio Banderas,77748,Roberto Orci,2005,0.0,0.0,6.215384615384616,6.363636363636365,6.960000000000001,6.1060856498873015,6.143007360672984,6.216789819376035,6.315740740740743,0.0,1.0,1.0,0.0
5652,60000000,Warner Bros.,Australia,Phil Lord,Animation,257760692,The Lego Movie,PG,4/20/12,100,7.8,Chris Pratt,274608,Phil Lord,2014,0.0,1.0,7.633333333333333,7.275,7.4,6.746931407942237,6.143007360672984,6.685365853658537,6.3843537414965965,0.0,1.0,2.0,0.0
5653,0,Lightyear Entertainment,USA,Joyce Chopra,Comedy,3473905,The Lemon Sisters,PG-13,4/20/12,93,4.9,Diane Keaton,618,Jeremy Pikser,1989,0.0,0.0,5.642857142857143,4.9,4.9,6.1657692307692304,6.254035087719299,6.216789819376035,5.066666666666666,0.0,1.0,1.0,0.0
5654,0,The Weinstein Company,UK,Laurence Dunmore,Drama,4835065,The Libertine,R,4/20/12,114,6.4,Johnny Depp,32405,Stephen Jeffreys,2004,0.0,0.0,6.987500000000002,6.4,5.95,6.715720221606655,6.453213443396231,6.660601719197714,6.893103448275861,0.0,1.0,1.0,0.0
5655,50000000,Touchstone Pictures,USA,Wes Anderson,Adventure,24006726,The Life Aquatic with Steve Zissou,R,4/20/12,119,7.3,Bill Murray,151463,Wes Anderson,2004,0.0,0.0,6.828571428571428,7.575,7.5200000000000005,6.354846938775506,6.453213443396231,6.216789819376035,6.33435114503817,0.0,1.0,1.0,0.0
5656,50000000,Universal Pictures,USA,Alan Parker,Crime,19593740,The Life of David Gale,R,4/20/12,130,7.6,Kevin Spacey,94693,Charles Randolph,2003,0.0,0.0,7.192307692307692,7.05,7.366666666666667,6.756321839080459,6.453213443396231,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
5657,20000000,Heyday Films,UK,Derek Cianfrance,Drama,12545979,The Light Between Oceans,PG-13,4/20/12,133,7.2,Michael Fassbender,32595,Derek Cianfrance,2016,0.0,0.0,6.6000000000000005,7.300000000000001,7.300000000000001,6.715720221606655,6.254035087719299,6.660601719197714,7.300000000000001,0.0,1.0,1.0,0.0
5658,9000000,Artisan Entertainment,USA,Steven Soderbergh,Crime,3193102,The Limey,R,4/20/12,89,7.1,Terence Stamp,25899,Lem Dobbs,1999,0.0,0.0,6.5,6.666666666666665,6.5,6.756321839080459,6.453213443396231,6.216789819376035,6.108333333333333,0.0,1.0,1.0,0.0
5659,0,Focus Features,USA,Jim Jarmusch,Crime,425025,The Limits of Control,R,4/20/12,116,6.3,Isaach De Bankolé,17001,Jim Jarmusch,2009,0.0,0.0,6.1000000000000005,7.369999999999999,7.369999999999999,6.756321839080459,6.453213443396231,6.216789819376035,6.8394736842105255,0.0,1.0,1.0,0.0
5660,40000000,Lionsgate,USA,Brad Furman,Crime,58009200,The Lincoln Lawyer,R,4/27/12,118,7.3,Matthew McConaughey,184728,John Romano,2011,0.0,0.0,6.536363636363635,6.633333333333333,7.3,6.756321839080459,6.453213443396231,6.216789819376035,6.052272727272729,0.0,1.0,1.0,0.0
5661,45000000,Walt Disney Pictures,USA,Roger Allers,Animation,312900000,The Lion King,G,4/27/12,88,8.5,Matthew Broderick,723070,Irene Mecchi,1994,2.0,4.0,6.345454545454545,7.35,8.5,6.746931407942237,6.438095238095238,6.216789819376035,6.330392156862746,2.0,3.0,7.0,4.0
5662,0,Head Gear Films,Australia,Josh Lawson,Comedy,18238,The Little Death,NOT RATED,4/27/12,96,7.1,Bojana Novakovic,21390,Josh Lawson,2014,0.0,0.0,7.1,7.1,7.1,6.1657692307692304,6.959195402298849,6.685365853658537,7.1,0.0,1.0,1.0,0.0
5663,40000000,Walt Disney Pictures,USA,Ron Clements,Animation,111543479,The Little Mermaid,G,4/27/12,83,7.6,Jodi Benson,188455,John Musker,1989,2.0,3.0,7.0,7.3999999999999995,7.6,6.746931407942237,6.438095238095238,6.216789819376035,6.330392156862746,0.0,1.0,4.0,2.0
5664,0,Universal Pictures,USA,Penelope Spheeris,Comedy,51764950,The Little Rascals,PG,5/4/12,82,6.3,Travis Tedford,36665,Penelope Spheeris,1994,0.0,0.0,6.3,6.08,6.3,6.1657692307692304,6.143007360672984,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
5665,35000000,Avrora Media,Germany,Uli Edel,Adventure,13555988,The Little Vampire,PG,5/4/12,95,5.7,Jonathan Lipnicki,7879,Angela Sommer-Bodenburg,2000,0.0,0.0,5.7,6.1000000000000005,5.7,6.354846938775506,6.143007360672984,6.329850746268655,6.25,0.0,1.0,1.0,0.0
5666,2000000,Wiedemann & Berg Filmproduktion,Germany,Florian Henckel von Donnersmarck,Drama,11286112,The Lives of Others,R,5/4/12,137,8.5,Ulrich Mühe,285724,Florian Henckel von Donnersmarck,2006,1.0,1.0,8.5,7.25,7.25,6.715720221606655,6.453213443396231,6.329850746268655,8.5,0.0,1.0,2.0,1.0
5667,30000000,Eon Productions,UK,John Glen,Action,51185897,The Living Daylights,PG,5/11/12,130,6.7,Timothy Dalton,74272,Richard Maibaum,1987,0.0,0.0,6.6000000000000005,5.3,6.7,6.1060856498873015,6.143007360672984,6.660601719197714,6.859999999999999,0.0,1.0,1.0,0.0
5668,22769,Desperate Pictures,USA,Gregg Araki,Comedy,692585,The Living End,UNRATED,5/11/12,81,6.5,Mike Dytri,2140,Gregg Araki,1992,0.0,0.0,6.5,6.277777777777778,6.3375,6.1657692307692304,6.798591549295779,6.216789819376035,6.125,0.0,1.0,1.0,0.0
5669,17000000,Walt Disney Pictures,USA,Jim Fall,Adventure,42672630,The Lizzie McGuire Movie,PG,5/11/12,94,5.4,Hilary Duff,30128,Susan Estelle Jansen,2003,0.0,0.0,5.675000000000001,6.300000000000001,4.15,6.354846938775506,6.143007360672984,6.216789819376035,6.330392156862746,0.0,1.0,1.0,0.0
5670,215000000,Walt Disney Pictures,USA,Gore Verbinski,Action,89302115,The Lone Ranger,PG-13,5/11/12,150,6.5,Johnny Depp,194951,Justin Haythe,2013,0.0,2.0,6.987500000000002,6.87,6.675,6.1060856498873015,6.254035087719299,6.216789819376035,6.330392156862746,0.0,1.0,3.0,0.0
5671,0,British Film Institute (BFI),UK,Terence Davies,Biography,161179,The Long Day Closes,PG,5/16/12,85,7.5,Leigh McCormack,2003,Terence Davies,1992,0.0,0.0,7.5,7.1,7.5,7.040389972144843,6.143007360672984,6.660601719197714,6.8,0.0,1.0,1.0,0.0
5672,65000000,Forge,USA,Renny Harlin,Action,33328051,The Long Kiss Goodnight,R,5/17/12,121,6.7,Geena Davis,63699,Shane Black,1996,0.0,0.0,5.725,5.66,7.066666666666666,6.1060856498873015,6.453213443396231,6.216789819376035,6.333333333333333,0.0,1.0,1.0,0.0
5673,0,Dave Bell Associates,USA,Richard Pearce,Drama,4803039,The Long Walk Home,PG,5/18/12,97,7.3,Sissy Spacek,2789,John Cork,1990,0.0,0.0,6.38,6.366666666666667,7.3,6.715720221606655,6.143007360672984,6.216789819376035,7.3,0.0,1.0,1.0,0.0
5674,34000000,Fox 2000 Pictures,USA,George Tillman Jr.,Drama,37432299,The Longest Ride,PG-13,5/18/12,123,7.1,Scott Eastwood,61182,Nicholas Sparks,2015,0.0,0.0,7.1,6.9,6.65,6.715720221606655,6.254035087719299,6.216789819376035,6.270689655172415,0.0,1.0,1.0,0.0
5675,82000000,Paramount Pictures,USA,Peter Segal,Comedy,158119460,The Longest Yard,PG-13,5/18/12,113,6.4,Adam Sandler,139788,Albert S. Ruddy,2005,0.0,1.0,6.166666666666667,6.3,5.75,6.1657692307692304,6.254035087719299,6.216789819376035,6.304247104247108,0.0,3.0,4.0,0.0
5676,0,Longshot,USA,Paul Bartel,Comedy,1096843,The Longshot,PG-13,5/23/12,89,5.4,Tim Conway,457,Tim Conway,1986,0.0,0.0,5.4,5.800000000000001,5.4,6.1657692307692304,6.254035087719299,6.216789819376035,5.4,0.0,1.0,1.0,0.0
5677,16000000,Miramax,USA,Scott Frank,Crime,4600585,The Lookout,R,5/25/12,99,7.1,Joseph Gordon-Levitt,52730,Scott Frank,2007,0.0,0.0,6.953846153846153,6.8,6.975,6.756321839080459,6.453213443396231,6.216789819376035,6.620779220779219,0.0,1.0,1.0,0.0
5678,70000000,Universal Pictures,USA,Chris Renaud,Animation,214030500,The Lorax,PG,5/25/12,86,6.4,Zac Efron,83314,Dr. Seuss,2012,0.0,0.0,6.19,6.5,5.400000000000001,6.746931407942237,6.143007360672984,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
5679,93000000,New Line Cinema,New Zealand,Peter Jackson,Adventure,315544750,The Lord of the Rings: The Fellowship of the Ring,PG-13,5/25/12,178,8.8,Elijah Wood,1352483,J.R.R. Tolkien,2001,4.0,13.0,6.864285714285715,7.781818181818182,8.8,6.354846938775506,6.254035087719299,7.355555555555556,6.145348837209304,0.0,3.0,16.0,4.0
5680,94000000,New Line Cinema,USA,Peter Jackson,Adventure,377845905,The Lord of the Rings: The Return of the King,PG-13,5/25/12,201,8.9,Elijah Wood,1332020,J.R.R. Tolkien,2003,11.0,11.0,6.864285714285715,7.781818181818182,8.8,6.354846938775506,6.254035087719299,6.216789819376035,6.145348837209304,3.0,3.0,14.0,14.0
5681,94000000,New Line Cinema,USA,Peter Jackson,Adventure,342551365,The Lord of the Rings: The Two Towers,PG-13,5/31/12,179,8.7,Elijah Wood,1206786,J.R.R. Tolkien,2002,2.0,6.0,6.864285714285715,7.781818181818182,8.8,6.354846938775506,6.254035087719299,6.216789819376035,6.145348837209304,0.0,1.0,7.0,2.0
5682,2500000,Alliance,USA,Rob Zombie,Horror,1163508,The Lords of Salem,R,6/1/12,101,5.1,Sheri Moon Zombie,22611,Rob Zombie,2012,0.0,0.0,5.1,5.666666666666667,5.666666666666667,5.68700361010831,6.453213443396231,6.216789819376035,4.5,0.0,1.0,1.0,0.0
5683,25000000,Warner Bros.,USA,Sylvain White,Action,23580735,The Losers,PG-13,6/1/12,97,6.4,Idris Elba,78545,Peter Berg,2010,0.0,0.0,6.7,5.85,6.9,6.1060856498873015,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5684,4000000,Newmarket Capital Group,USA,Mike Figgis,Drama,399793,The Loss of Sexual Innocence,R,6/1/12,106,5.4,Julian Sands,2940,Mike Figgis,1999,0.0,0.0,5.375,6.18,5.9399999999999995,6.715720221606655,6.453213443396231,6.216789819376035,6.95,0.0,1.0,1.0,0.0
5685,0,Warner Bros.,USA,Joel Schumacher,Comedy,32222567,The Lost Boys,R,6/8/12,97,7.3,Jason Patric,100376,Jan Fischer,1987,0.0,0.0,6.775,6.373684210526315,7.3,6.1657692307692304,6.453213443396231,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5686,30000000,Keep Your Head,USA,James Gray,Adventure,8574339,The Lost City of Z,PG-13,6/8/12,141,6.6,Charlie Hunnam,39409,James Gray,2016,0.0,0.0,6.8,6.733333333333333,6.733333333333333,6.354846938775506,6.254035087719299,6.216789819376035,6.6,0.0,1.0,1.0,0.0
5687,73000000,Universal Pictures,USA,Steven Spielberg,Action,229086679,The Lost World: Jurassic Park,PG-13,6/8/12,129,6.5,Jeff Goldblum,305054,Michael Crichton,1997,0.0,1.0,6.375,7.385714285714287,6.2299999999999995,6.1060856498873015,6.254035087719299,6.216789819376035,6.396357615894037,0.0,1.0,2.0,0.0
5688,62000000,Paramount Pictures,UK,Marco Schnabel,Comedy,32235793,The Love Guru,PG-13,6/15/12,87,3.8,Mike Myers,45014,Mike Myers,2008,0.0,0.0,6.199999999999998,3.8,6.116666666666666,6.1657692307692304,6.254035087719299,6.660601719197714,6.304247104247108,0.0,1.0,1.0,0.0
5689,20000000,DreamWorks,USA,Peter Ho-Sun Chan,Comedy,8276228,The Love Letter,PG-13,6/15/12,88,5.4,Kate Capshaw,3641,Cathleen Schine,1999,0.0,0.0,5.5,5.4,5.4,6.1657692307692304,6.254035087719299,6.216789819376035,6.659210526315788,0.0,1.0,1.0,0.0
5690,0,Anna Biller Productions,USA,Anna Biller,Comedy,228894,The Love Witch,UNRATED,6/15/12,120,6.2,Samantha Robinson,6054,Anna Biller,2016,0.0,0.0,6.2,6.2,6.2,6.1657692307692304,6.798591549295779,6.216789819376035,6.2,0.0,1.0,1.0,0.0
5691,65000000,DreamWorks,USA,Peter Jackson,Drama,43818839,The Lovely Bones,PG-13,6/15/12,135,6.7,Rachel Weisz,133076,Fran Walsh,2009,0.0,1.0,6.609999999999999,7.781818181818182,7.371428571428572,6.715720221606655,6.254035087719299,6.216789819376035,6.659210526315788,0.0,1.0,2.0,0.0
5692,0,Films A2,France,Jean-Jacques Annaud,Biography,4899194,The Lover,R,6/22/12,115,6.9,Jane March,16103,Marguerite Duras,1992,0.0,1.0,6.9,7.228571428571429,6.9,7.040389972144843,6.453213443396231,6.8533568904593585,7.25,0.0,1.0,2.0,0.0
5693,28000000,Films A2,France,Leos Carax,Drama,117569,The Lovers on the Bridge,R,6/22/12,125,7.6,Juliette Binoche,9590,Leos Carax,1991,0.0,0.0,7.1375,6.8999999999999995,6.8999999999999995,6.715720221606655,6.453213443396231,6.8533568904593585,7.25,0.0,1.0,1.0,0.0
5694,25000000,Warner Bros.,USA,Scott Hicks,Drama,60457138,The Lucky One,PG-13,6/22/12,101,6.5,Zac Efron,85269,Will Fetters,2012,0.0,0.0,6.19,6.840000000000001,6.85,6.715720221606655,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5695,1000000,Sikhya Entertainment,India,Ritesh Batra,Drama,4231500,The Lunchbox,PG,6/22/12,104,7.8,Irrfan Khan,36929,Ritesh Batra,2013,0.0,0.0,7.8,7.8,7.8,6.715720221606655,6.143007360672984,7.682051282051282,7.8,0.0,1.0,1.0,0.0
5696,0,Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),Poland,Agnieszka Smoczynska,Comedy,98818,The Lure,NOT RATED,6/22/12,92,6.3,Marta Mazurek,2000,Robert Bolesto,2015,0.0,0.0,6.3,6.3,6.3,6.1657692307692304,6.959195402298849,6.85,6.3,0.0,1.0,1.0,0.0
5697,5000000,Filmax Group,Spain,Brad Anderson,Drama,1082715,The Machinist,R,6/28/12,101,7.7,Christian Bale,304458,Scott Kosar,2004,0.0,0.0,7.389999999999999,6.633333333333333,6.733333333333333,6.715720221606655,6.453213443396231,7.044642857142857,7.7,0.0,1.0,1.0,0.0
5698,0,"Samuel Goldwyn Company, The",UK,Nicholas Hytner,Biography,15238994,The Madness of King George,PG-13,6/29/12,104,7.2,Nigel Hawthorne,12850,Alan Bennett,1994,1.0,4.0,7.2,6.716666666666666,7.05,7.040389972144843,6.254035087719299,6.660601719197714,6.166666666666667,0.0,1.0,5.0,1.0
5699,0,Scottish Screen,Ireland,Peter Mullan,Drama,4890878,The Magdalene Sisters,R,6/29/12,114,7.8,Eileen Walsh,23296,Peter Mullan,2002,0.0,0.0,7.8,7.8,7.8,6.715720221606655,6.453213443396231,6.859090909090909,7.8,0.0,1.0,1.0,0.0
5700,0,Magnolia Pictures,USA,Rob Reiner,Comedy,100910,The Magic of Belle Isle,PG,6/29/12,109,7.0,Morgan Freeman,14538,Guy Thomas,2012,0.0,0.0,6.907692307692307,6.806666666666667,7.0,6.1657692307692304,6.143007360672984,6.216789819376035,6.5,0.0,1.0,1.0,0.0
5701,40000000,Warner Bros.,USA,Frederik Du Chau,Animation,22717758,The Magic Sword: Quest for Camelot,G,6/29/12,86,6.2,Jessalyn Gilsig,12174,Vera Chapman,1998,0.0,0.0,6.2,5.3999999999999995,6.2,6.746931407942237,6.438095238095238,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5702,90000000,Metro-Goldwyn-Mayer (MGM),USA,Antoine Fuqua,Action,93381044,The Magnificent Seven,PG-13,6/29/12,132,6.9,Denzel Washington,138262,Akira Kurosawa,2016,0.0,0.0,6.891666666666667,6.754545454545456,7.366666666666667,6.1060856498873015,6.254035087719299,6.216789819376035,6.057425742574257,0.0,1.0,1.0,0.0
5703,72000000,Castle Rock Entertainment,USA,Frank Darabont,Drama,27807266,The Majestic,PG,6/29/12,152,6.9,Jim Carrey,47073,Michael Sloane,2001,0.0,0.0,6.740909090909091,7.9750000000000005,6.9,6.715720221606655,6.143007360672984,6.216789819376035,6.4129032258064536,0.0,1.0,1.0,0.0
5704,15500000,Alcor Films,France,Arne Glimcher,Drama,6742168,The Mambo Kings,R,7/3/12,104,6.4,Armand Assante,4469,Oscar Hijuelos,1992,0.0,1.0,6.166666666666667,6.4,6.4,6.715720221606655,6.453213443396231,6.8533568904593585,6.562500000000001,0.0,1.0,2.0,0.0
5705,33000000,New Line Cinema,Germany,Les Mayfield,Action,8326035,The Man,PG-13,7/6/12,83,5.5,Samuel L. Jackson,22713,Jim Piddock,2005,0.0,0.0,6.29375,5.8500000000000005,5.35,6.1060856498873015,6.254035087719299,6.329850746268655,6.145348837209304,0.0,1.0,1.0,0.0
5706,0,Cinema Service,South Korea,Jeong-beom Lee,Action,6460,The Man from Nowhere,R,7/6/12,119,7.8,Bin Won,48823,Jeong-beom Lee,2010,0.0,0.0,7.8,7.8,7.8,6.1060856498873015,6.453213443396231,7.344999999999999,7.8,0.0,1.0,1.0,0.0
5707,75000000,Warner Bros.,USA,Guy Ritchie,Action,45445109,The Man from U.N.C.L.E.,PG-13,7/6/12,116,7.3,Henry Cavill,212440,Guy Ritchie,2015,0.0,0.0,6.325,7.0375000000000005,6.94,6.1060856498873015,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5708,35000000,United Artists Corporation,USA,Randall Wallace,Action,56968902,The Man in the Iron Mask,PG-13,7/6/12,132,6.5,Leonardo DiCaprio,134842,Alexandre Dumas,1998,0.0,1.0,7.505263157894737,6.675,6.56,6.1060856498873015,6.254035087719299,6.216789819376035,6.5,0.0,1.0,2.0,0.0
5709,0,Metro-Goldwyn-Mayer (MGM),USA,Robert Mulligan,Drama,2853801,The Man in the Moon,PG-13,7/6/12,99,7.4,Sam Waterston,12973,Jenny Wingfield,1991,0.0,0.0,7.4,6.85,7.4,6.715720221606655,6.254035087719299,6.216789819376035,6.057425742574257,0.0,1.0,1.0,0.0
