,budget,company,country,director,genre,gross,film,rating,released,runtime,movie score,star,votes,writer,year,Oscar Award Count,Oscar Nominations,star avg score,director avg score,writer avg score,genre avg score,rating avg score,country avg score,company avg score,Golden Globes Awards,Golden Globes Nominations,Total Nominations,Total Awards
87,7000000,Jersey Films,USA,John G. Avildsen,Biography,19604000,8 Seconds,PG-13,6/27/86,105,6.5,Luke Perry,4037,Monte Merrick,1994,0.0,0.0,6.5,6.1571428571428575,6.566666666666666,7.040389972144843,6.254035087719299,6.216789819376035,6.466666666666666,0.0,1.0,1.0,0.0
88,0,BIM Distribuzione,France,François Ozon,Comedy,3076425,8 Women,R,6/27/86,111,7.1,Fanny Ardant,25020,François Ozon,2002,0.0,0.0,6.633333333333333,7.1,7.083333333333333,6.1657692307692304,6.453213443396231,6.8533568904593585,7.35,0.0,1.0,1.0,0.0
89,0,Woodline Productions,UK,Peter Greenaway,Comedy,417517,8 ½ Women,R,6/27/86,118,5.8,John Standing,3474,Peter Greenaway,1999,0.0,0.0,5.8,6.883333333333334,6.925000000000001,6.1657692307692304,6.453213443396231,6.660601719197714,5.8,0.0,0.0,0.0,0.0
90,0,Brooksfilms,UK,David Hugh Jones,Biography,1083486,84 Charing Cross Road,PG,7/2/86,100,7.5,Anne Bancroft,6285,Helene Hanff,1987,0.0,0.0,7.6,6.95,7.5,7.040389972144843,6.143007360672984,6.660601719197714,6.133333333333333,0.0,1.0,1.0,0.0
91,0,Charlie Mopic,USA,Patrick Sheane Duncan,Drama,154264,84C MoPic,R,7/2/86,95,7.0,Jonathan Emerson,1461,Patrick Sheane Duncan,1989,0.0,0.0,7.0,7.0,6.859999999999999,6.715720221606655,6.453213443396231,6.216789819376035,7.0,0.0,1.0,1.0,0.0
92,30000000,Millennium Films,USA,Jon Avnet,Crime,16930884,88 Minutes,R,7/2/86,108,5.9,Al Pacino,68510,Gary Scott Thompson,2007,0.0,0.0,7.027777777777776,6.45,5.925,6.756321839080459,6.453213443396231,6.216789819376035,6.08421052631579,0.0,1.0,1.0,0.0
93,40000000,Columbia Pictures Corporation,Germany,Joel Schumacher,Mystery,36663315,8MM,R,7/2/86,123,6.5,Nicolas Cage,109400,Andrew Kevin Walker,1999,0.0,0.0,6.149999999999999,6.373684210526315,6.966666666666666,6.342105263157895,6.453213443396231,6.329850746268655,6.265060240963854,0.0,1.0,1.0,0.0
94,0,Revolution Films,UK,Michael Winterbottom,Drama,49835,9 Songs,NOT RATED,7/2/86,71,4.9,Kieran O'Brien,18981,Revolution Films,2004,0.0,0.0,4.9,6.5,4.9,6.715720221606655,6.959195402298849,6.660601719197714,6.15,0.0,1.0,1.0,0.0
95,5000000,Astute Films,USA,Michael Polish,Drama,4700361,90 Minutes in Heaven,PG-13,7/11/86,121,4.7,Kate Bosworth,2631,Michael Polish,2015,0.0,0.0,5.3,5.5,4.7,6.715720221606655,6.254035087719299,6.216789819376035,4.7,0.0,1.0,1.0,0.0
96,0,Cinetel Films,USA,Robert Englund,Comedy,2955917,976-EVIL,R,7/18/86,92,5.1,Stephen Geoffreys,3769,Brian Helgeland,1988,0.0,0.0,5.1,5.1,6.630000000000001,6.1657692307692304,6.453213443396231,6.216789819376035,5.336363636363636,0.0,1.0,1.0,0.0
97,8000000,Broad Green Pictures,USA,Ramin Bahrani,Drama,1410915,99 Homes,R,7/18/86,112,7.1,Andrew Garfield,22416,Ramin Bahrani,2014,0.0,0.0,7.316666666666667,6.4,6.4,6.715720221606655,6.453213443396231,6.216789819376035,6.533333333333334,0.0,1.0,1.0,0.0
98,17000000,Producers Sales Organization (PSO),USA,Adrian Lyne,Drama,6734844,9½ Weeks,R,7/18/86,117,5.9,Mickey Rourke,31798,Elizabeth McNeill,1986,0.0,0.0,6.358333333333334,6.616666666666667,5.9,6.715720221606655,6.453213443396231,6.216789819376035,5.800000000000001,0.0,0.0,0.0,0.0
99,58000000,Universal Pictures,USA,Ron Howard,Biography,170742341,A Beautiful Mind,PG-13,7/25/86,135,8.2,Russell Crowe,681379,Akiva Goldsman,2001,4.0,8.0,7.011111111111111,6.840000000000001,6.725,7.040389972144843,6.254035087719299,6.216789819376035,6.396357615894037,3.0,5.0,13.0,7.0
100,0,Frenesy Film Company,Italy,Luca Guadagnino,Drama,1982505,A Bigger Splash,R,7/25/86,125,6.4,Tilda Swinton,16900,David Kajganich,2015,0.0,0.0,6.8125,6.7,6.15,6.715720221606655,6.453213443396231,6.958823529411763,6.4,0.0,1.0,1.0,0.0
101,0,BBC Films,UK,Morgan Matthews,Drama,139511,A Brilliant Young Mind,PG-13,7/25/86,111,7.2,Asa Butterfield,22615,James Graham,2014,0.0,0.0,7.5,7.2,7.2,6.715720221606655,6.254035087719299,6.660601719197714,6.796296296296297,0.0,1.0,1.0,0.0
102,22000000,Price Entertainment,USA,Robert De Niro,Crime,17266971,A Bronx Tale,R,7/25/86,121,7.8,Robert De Niro,106183,Chazz Palminteri,1993,0.0,0.0,6.489473684210527,7.25,7.8,6.756321839080459,6.453213443396231,6.216789819376035,6.824999999999999,0.0,1.0,1.0,0.0
103,120000000,Pixar Animation Studios,USA,John Lasseter,Animation,162798565,A Bug's Life,G,7/30/86,95,7.2,Kevin Spacey,226736,John Lasseter,1998,0.0,1.0,7.192307692307692,7.340000000000001,7.257142857142857,6.746931407942237,6.438095238095238,6.216789819376035,7.775000000000001,0.0,1.0,2.0,0.0
104,0,Curzon Films,UK,Michael Winner,Comedy,216373,A Chorus of Disapproval,PG,8/1/86,100,5.7,Jeremy Irons,607,Alan Ayckbourn,1989,0.0,0.0,6.8,5.95,5.7,6.1657692307692304,6.143007360672984,6.660601719197714,5.7,0.0,1.0,1.0,0.0
105,200000000,Walt Disney Pictures,USA,Robert Zemeckis,Animation,137855863,A Christmas Carol,PG,8/1/86,96,6.8,Jim Carrey,80819,Robert Zemeckis,2009,1.0,1.0,6.740909090909091,7.235714285714285,7.325,6.746931407942237,6.143007360672984,6.216789819376035,6.330392156862746,0.0,1.0,2.0,1.0
106,20000000,Warner Bros.,USA,Mark Rosman,Comedy,51438175,A Cinderella Story,PG,8/1/86,95,5.9,Hilary Duff,68595,Leigh Dunlap,2004,0.0,0.0,5.675000000000001,5.7,5.9,6.1657692307692304,6.143007360672984,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
107,75000000,Touchstone Pictures,USA,Steven Zaillian,Drama,56702901,A Civil Action,PG-13,8/8/86,115,6.5,John Travolta,24412,Jonathan Harr,1998,0.0,2.0,5.904000000000001,6.733333333333333,6.5,6.715720221606655,6.254035087719299,6.216789819376035,6.33435114503817,0.0,1.0,3.0,0.0
108,15000000,Cannon Entertainment,Australia,Fred Schepisi,Drama,6908797,A Cry in the Dark,PG-13,8/8/86,120,6.9,Meryl Streep,7622,John Bryson,1988,0.0,1.0,6.590000000000001,6.325,6.9,6.715720221606655,6.254035087719299,6.685365853658537,5.95,0.0,1.0,2.0,0.0
109,0,Concorde Pictures,USA,Mark Griffiths,Action,1494969,A Cry in the Wild,PG,8/8/86,82,5.4,Jared Rushton,786,Gary Paulsen,1990,0.0,0.0,5.4,4.15,5.4,6.1060856498873015,6.143007360672984,6.216789819376035,5.219999999999999,0.0,1.0,1.0,0.0
110,40000000,Regency Enterprises,USA,Gore Verbinski,Drama,8106986,A Cure for Wellness,R,8/8/86,146,6.4,Dane DeHaan,45187,Justin Haythe,2016,0.0,0.0,6.75,6.87,6.675,6.715720221606655,6.453213443396231,6.216789819376035,6.042424242424243,0.0,1.0,1.0,0.0
111,0,Recorded Picture Company (RPC),UK,David Cronenberg,Biography,5702083,A Dangerous Method,R,8/8/86,99,6.5,Michael Fassbender,86882,Christopher Hampton,2011,0.0,0.0,6.6000000000000005,6.8,6.779999999999999,7.040389972144843,6.453213443396231,6.660601719197714,6.713333333333334,0.0,1.0,1.0,0.0
112,0,Island World,USA,Stephen Gyllenhaal,Drama,1497222,A Dangerous Woman,R,8/15/86,102,5.9,Debra Winger,1327,Mary McGarry Morris,1993,0.0,0.0,5.966666666666666,6.2,5.9,6.715720221606655,6.453213443396231,6.216789819376035,6.416666666666667,0.0,1.0,1.0,0.0
113,15000000,Fine Line Features,USA,John Waters,Comedy,1339668,A Dirty Shame,NC-17,8/15/86,89,5.1,Tracey Ullman,11124,John Waters,2004,0.0,0.0,5.1,6.316666666666667,6.316666666666667,6.1657692307692304,6.554545454545454,6.216789819376035,6.449999999999999,0.0,1.0,1.0,0.0
114,0,Davros Films,USA,Euzhan Palcy,Drama,3766879,A Dry White Season,R,8/15/86,97,7.0,Donald Sutherland,3879,André P. Brink,1989,0.0,1.0,5.862500000000001,7.0,7.0,6.715720221606655,6.453213443396231,6.216789819376035,7.0,0.0,1.0,2.0,0.0
115,40000000,New Line Cinema,Germany,Ken Kwapis,Comedy,93953653,A él no le gustas tanto,PG-13,8/15/86,129,6.4,Jennifer Aniston,139962,Abby Kohn,2009,0.0,0.0,5.864285714285714,5.855555555555555,6.325,6.1657692307692304,6.254035087719299,6.329850746268655,6.145348837209304,0.0,0.0,0.0,0.0
116,0,Walt Disney Pictures,USA,Mikael Salomon,Adventure,12890752,A Far Off Place,PG,8/22/86,100,6.6,Reese Witherspoon,2952,Laurens van der Post,1993,0.0,0.0,6.246666666666667,6.199999999999999,6.6,6.354846938775506,6.143007360672984,6.216789819376035,6.330392156862746,0.0,1.0,1.0,0.0
117,40000000,Columbia Pictures Corporation,USA,Rob Reiner,Drama,141340178,A Few Good Men,R,8/22/86,138,7.7,Tom Cruise,196002,Aaron Sorkin,1992,0.0,4.0,6.974074074074075,6.806666666666667,7.150000000000001,6.715720221606655,6.453213443396231,6.216789819376035,6.265060240963854,0.0,1.0,5.0,0.0
118,0,Blake Edwards,USA,Blake Edwards,Action,6029824,A Fine Mess,PG,8/22/86,90,4.5,Ted Danson,1164,Blake Edwards,1986,0.0,0.0,5.4,5.3999999999999995,5.433333333333334,6.1060856498873015,6.143007360672984,6.216789819376035,5.3,0.0,1.0,1.0,0.0
119,7500000,Metro-Goldwyn-Mayer (MGM),UK,Charles Crichton,Comedy,63493712,A Fish Called Wanda,R,8/22/86,108,7.6,John Cleese,114144,John Cleese,1988,1.0,3.0,6.866666666666667,7.6,7.0,6.1657692307692304,6.453213443396231,6.660601719197714,6.057425742574257,0.0,1.0,4.0,1.0
120,92000000,Twentieth Century Fox Film Corporation,USA,John Moore,Action,67349198,A Good Day to Die Hard,R,8/22/86,98,5.3,Bruce Willis,175817,Skip Woods,2013,0.0,0.0,6.518181818181817,5.739999999999999,6.116666666666667,6.1060856498873015,6.453213443396231,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
121,20000000,Capitol Films,South Africa,Bruce Beresford,Comedy,2308390,A Good Man in Africa,R,8/22/86,94,5.0,Colin Friels,2032,William Boyd,1994,0.0,0.0,6.3,6.393750000000001,5.433333333333334,6.1657692307692304,6.453213443396231,6.155555555555555,5.7,0.0,1.0,1.0,0.0
122,0,Endgame Entertainment,USA,Alex Gregory,Comedy,154604,A Good Old Fashioned Orgy,R,8/22/86,95,6.2,Jason Sudeikis,18896,Alex Gregory,2011,0.0,0.0,6.5,6.2,6.2,6.1657692307692304,6.453213443396231,6.216789819376035,6.825,0.0,1.0,1.0,0.0
123,0,Beyond Films,UK,Mike Barker,Drama,223144,A Good Woman,PG,8/22/86,93,6.5,Helen Hunt,10196,Oscar Wilde,2004,0.0,0.0,6.266666666666667,6.35,6.75,6.715720221606655,6.143007360672984,6.660601719197714,7.0,0.0,1.0,1.0,0.0
124,35000000,Fox 2000 Pictures,USA,Ridley Scott,Comedy,7458269,A Good Year,PG-13,8/29/86,117,6.9,Russell Crowe,76333,Marc Klein,2006,0.0,0.0,7.011111111111111,6.915789473684211,6.466666666666666,6.1657692307692304,6.254035087719299,6.216789819376035,6.270689655172415,0.0,1.0,1.0,0.0
125,0,Walt Disney Pictures,USA,Kevin Lima,Animation,35348597,A Goofy Movie,G,8/29/86,78,6.8,Bill Farmer,36877,Jymn Magon,1995,0.0,0.0,6.8,6.233333333333333,6.8,6.746931407942237,6.438095238095238,6.216789819376035,6.330392156862746,0.0,1.0,1.0,0.0
126,0,Belladonna Productions,USA,Dito Montiel,Crime,516139,A Guide to Recognizing Your Saints,R,8/29/86,100,7.0,Robert Downey Jr.,23014,Dito Montiel,2006,0.0,0.0,7.029411764705881,6.3,7.0,6.756321839080459,6.453213443396231,6.216789819376035,6.550000000000001,0.0,1.0,1.0,0.0
127,20000000,Metro-Goldwyn-Mayer (MGM),USA,Chris Koch,Comedy,15408822,A Guy Thing,PG-13,8/29/86,101,5.6,Jason Lee,14915,Greg Glienna,2003,0.0,0.0,5.1,5.3,6.3,6.1657692307692304,6.254035087719299,6.216789819376035,6.057425742574257,0.0,1.0,1.0,0.0
128,0,Compact Yellowbill,UK,Charles Sturridge,Drama,1560700,A Handful of Dust,PG,8/29/86,100,6.8,James Wilby,1519,Derek Granger,1988,0.0,1.0,7.25,6.633333333333333,6.8,6.715720221606655,6.143007360672984,6.660601719197714,6.3,0.0,1.0,2.0,0.0
129,2500000,Open Road Films,USA,Michael Tiddes,Comedy,40041683,A Haunted House,R,9/5/86,86,5.1,Marlon Wayans,37158,Marlon Wayans,2013,0.0,0.0,5.38,4.9,4.9,6.1657692307692304,6.453213443396231,6.216789819376035,5.699999999999999,0.0,1.0,1.0,0.0
130,4000000,Baby Way Productions,USA,Michael Tiddes,Comedy,17329486,A Haunted House 2,R,9/12/86,86,4.7,Marlon Wayans,16194,Marlon Wayans,2014,0.0,0.0,5.38,4.9,4.9,6.1657692307692304,6.453213443396231,6.216789819376035,4.7,0.0,1.0,1.0,0.0
131,0,Nordisk Film,Denmark,Tobias Lindholm,Drama,413276,A Hijacking,R,9/12/86,103,7.2,Pilou Asbæk,13530,Tobias Lindholm,2012,0.0,0.0,7.2,7.2,7.75,6.715720221606655,6.453213443396231,7.13939393939394,7.166666666666667,0.0,1.0,1.0,0.0
132,32000000,New Line Cinema,USA,David Cronenberg,Crime,31493782,A History of Violence,R,9/12/86,96,7.5,Viggo Mortensen,198947,John Wagner,2005,0.0,2.0,7.12,6.8,6.7,6.756321839080459,6.453213443396231,6.216789819376035,6.145348837209304,0.0,1.0,3.0,0.0
133,30000000,X-Filme Creative Pool,UK,Tom Tykwer,Comedy,4198126,A Hologram for the King,R,9/19/86,98,6.1,Tom Hanks,29436,Dave Eggers,2016,0.0,0.0,7.074285714285716,7.066666666666667,6.6,6.1657692307692304,6.453213443396231,6.660601719197714,7.325,0.0,1.0,1.0,0.0
134,6500000,Hart-Sharp Entertainment,USA,Michael Mayer,Drama,1029872,A Home at the End of the World,R,9/19/86,97,6.8,Colin Farrell,12420,Michael Cunningham,2004,0.0,0.0,6.625,6.5,7.199999999999999,6.715720221606655,6.453213443396231,6.216789819376035,6.85,0.0,1.0,1.0,0.0
135,12000000,A&M; Films,USA,Tony Bill,Biography,1703282,A Home of Our Own,PG,9/19/86,104,7.1,Kathy Bates,2416,Patrick Sheane Duncan,1993,0.0,0.0,6.9,6.539999999999999,6.859999999999999,7.040389972144843,6.143007360672984,6.216789819376035,6.575,0.0,1.0,1.0,0.0
136,15000000,Tapestry Films,USA,Michael Gottlieb,Adventure,13406717,A Kid in King Arthur's Court,PG,9/19/86,89,4.8,Thomas Ian Nicholas,4897,Michael Part,1995,0.0,0.0,5.35,4.949999999999999,4.8,6.354846938775506,6.143007360672984,6.216789819376035,5.233333333333333,0.0,1.0,1.0,0.0
137,0,Universal Pictures,UK,James Dearden,Crime,15429177,A Kiss Before Dying,R,9/24/86,94,5.7,Matt Dillon,4042,Ira Levin,1991,0.0,0.0,6.199999999999999,5.7,5.266666666666667,6.756321839080459,6.453213443396231,6.660601719197714,6.396357615894037,0.0,1.0,1.0,0.0
138,65000000,Columbia Pictures Corporation,USA,Brian Helgeland,Action,56569702,A Knight's Tale,PG-13,9/26/86,132,6.9,Heath Ledger,146093,Brian Helgeland,2001,0.0,0.0,6.65,6.74,6.630000000000001,6.1060856498873015,6.254035087719299,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
139,0,Opening Night Productions,USA,Yaron Zilberman,Drama,1561577,A Late Quartet,R,9/26/86,105,7.1,Philip Seymour Hoffman,12008,Seth Grossman,2012,0.0,0.0,7.06,7.1,7.1,6.715720221606655,6.453213443396231,6.216789819376035,7.1,0.0,1.0,1.0,0.0
140,40000000,Columbia Pictures Corporation,USA,Penny Marshall,Comedy,107533928,A League of Their Own,PG,9/26/86,128,7.2,Tom Hanks,77047,Kim Wilson,1992,0.0,0.0,7.074285714285716,6.6000000000000005,7.2,6.1657692307692304,6.143007360672984,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
141,12000000,Channel Four Films,UK,Danny Boyle,Comedy,4266243,A Life Less Ordinary,R,10/1/86,103,6.4,Cameron Diaz,31471,John Hodge,1997,0.0,0.0,6.03,7.281818181818181,6.659999999999999,6.1657692307692304,6.453213443396231,6.660601719197714,6.988888888888888,0.0,1.0,1.0,0.0
142,0,Davis Entertainment,USA,Nicole Kassell,Comedy,10011,A Little Bit of Heaven,PG-13,10/3/86,100,6.3,Kate Hudson,24736,Gren Wells,2011,0.0,0.0,5.8875,6.75,6.3,6.1657692307692304,6.254035087719299,6.216789819376035,6.183333333333334,0.0,1.0,1.0,0.0
143,0,BBC Films,UK,Alan Rickman,Drama,551609,A Little Chaos,R,10/3/86,112,6.5,Kate Winslet,15294,Jeremy Brock,2014,0.0,0.0,6.825,6.5,6.666666666666667,6.715720221606655,6.453213443396231,6.660601719197714,6.796296296296297,0.0,1.0,1.0,0.0
144,0,Secret Handshake Entertainment,USA,Michael J. Weithorn,Comedy,85789,A Little Help,R,10/3/86,100,5.7,Jenna Fischer,2787,Michael J. Weithorn,2010,0.0,0.0,5.7,5.7,5.7,6.1657692307692304,6.453213443396231,6.216789819376035,5.7,0.0,1.0,1.0,0.0
145,17000000,Warner Bros.,USA,Alfonso Cuarón,Drama,10019307,A Little Princess,G,10/3/86,97,7.7,Liesel Matthews,26945,Frances Hodgson Burnett,1995,0.0,2.0,7.7,7.542857142857144,7.5,6.715720221606655,6.438095238095238,6.216789819376035,6.3843537414965965,0.0,1.0,3.0,0.0
146,0,Wildgaze Films,UK,Pascal Chaumeil,Comedy,13093,A Long Way Down,R,10/10/86,96,6.4,Pierce Brosnan,27014,Nick Hornby,2014,0.0,0.0,6.378947368421051,6.6,7.050000000000001,6.1657692307692304,6.453213443396231,6.660601719197714,6.95,0.0,1.0,1.0,0.0
147,30000000,Touchstone Pictures,USA,Nigel Cole,Comedy,21835784,A Lot Like Love,PG-13,10/10/86,107,6.6,Ashton Kutcher,61081,Colin Patrick Lynch,2005,0.0,0.0,5.977777777777778,6.9,6.6,6.1657692307692304,6.254035087719299,6.216789819376035,6.33435114503817,0.0,1.0,1.0,0.0
148,0,Lions Gate Films,USA,Shainee Gabel,Drama,159171,A Love Song for Bobby Long,R,10/10/86,119,7.2,Scarlett Johansson,23027,Ronald Everett Capps,2004,0.0,0.0,6.6800000000000015,7.2,7.2,6.715720221606655,6.453213443396231,6.216789819376035,6.2272727272727275,0.0,1.0,1.0,0.0
149,10000000,Caravan Pictures,USA,Keenen Ivory Wayans,Action,29392418,A Low Down Dirty Shame,R,10/10/86,100,5.9,Keenen Ivory Wayans,4331,Keenen Ivory Wayans,1994,0.0,0.0,6.0,5.633333333333333,5.5600000000000005,6.1060856498873015,6.453213443396231,6.216789819376035,5.688888888888889,0.0,1.0,1.0,0.0
150,0,Les Films 13,France,Claude Lelouch,Drama,227510,A Man and a Woman: 20 Years Later,PG,10/10/86,112,5.8,Anouk Aimée,496,Claude Lelouch,1986,0.0,0.0,5.8,5.8,5.8,6.715720221606655,6.143007360672984,6.8533568904593585,5.8,0.0,1.0,1.0,0.0
151,36000000,"""DIA"" Productions GmbH & Co. KG",USA,F. Gary Gray,Action,26183197,A Man Apart,R,10/10/86,109,6.1,Vin Diesel,40381,Christian Gudegast,2003,0.0,0.0,6.476923076923076,6.9375,6.1,6.1060856498873015,6.453213443396231,6.216789819376035,6.1,0.0,1.0,1.0,0.0
152,0,Alexandre Films,France,Diane Kurys,Drama,949451,A Man in Love,R,10/17/86,125,5.8,Peter Coyote,442,Diane Kurys,1987,0.0,0.0,6.166666666666667,6.05,6.05,6.715720221606655,6.453213443396231,6.8533568904593585,6.3,0.0,1.0,1.0,0.0
153,0,Cinerenta Medienbeteiligungs KG,USA,Scott Elliott,Drama,544538,A Map of the World,R,10/23/86,125,6.7,Sigourney Weaver,3659,Jane Hamilton,1999,0.0,0.0,6.591666666666668,6.7,6.7,6.715720221606655,6.453213443396231,6.216789819376035,6.85,0.0,1.0,1.0,0.0
154,5000000,A&M; Films,USA,Keith Gordon,Drama,1526697,A Midnight Clear,R,10/24/86,108,7.2,Peter Berg,7365,William Wharton,1992,0.0,0.0,6.6000000000000005,6.720000000000001,6.7,6.715720221606655,6.453213443396231,6.216789819376035,6.575,0.0,1.0,1.0,0.0
155,11000000,Fox Searchlight Pictures,UK,Michael Hoffman,Comedy,16071990,A Midsummer Night's Dream,PG-13,10/24/86,116,6.5,Kevin Kline,22127,William Shakespeare,1999,2.0,4.0,6.6,6.5,6.95,6.1657692307692304,6.254035087719299,6.660601719197714,6.817543859649125,0.0,1.0,5.0,2.0
156,0,Castle Rock Entertainment,UK,Kenneth Branagh,Comedy,346839,A Midwinter's Tale,R,10/24/86,99,7.3,Michael Maloney,2095,Kenneth Branagh,1995,0.0,0.0,7.3,6.95,7.3,6.1657692307692304,6.453213443396231,6.660601719197714,6.4129032258064536,0.0,1.0,1.0,0.0
157,16000000,Paramount Vantage,USA,Michael Winterbottom,Biography,9176787,A Mighty Heart,R,10/30/86,108,6.7,Angelina Jolie,24917,John Orloff,2007,0.0,0.0,6.433333333333334,6.5,6.866666666666667,7.040389972144843,6.453213443396231,6.216789819376035,7.045454545454546,0.0,1.0,1.0,0.0
158,0,Castle Rock Entertainment,USA,Christopher Guest,Comedy,17508936,A Mighty Wind,PG-13,10/31/86,91,7.3,Christopher Guest,23253,Christopher Guest,2003,0.0,1.0,7.449999999999999,6.9,7.466666666666666,6.1657692307692304,6.254035087719299,6.216789819376035,6.4129032258064536,0.0,1.0,2.0,0.0
159,40000000,Bluegrass Films,USA,Seth MacFarlane,Comedy,43139300,A Million Ways to Die in the West,R,10/31/86,116,6.1,Seth MacFarlane,147947,Seth MacFarlane,2014,0.0,0.0,6.1,6.466666666666666,6.466666666666666,6.1657692307692304,6.453213443396231,6.216789819376035,6.675000000000001,0.0,1.0,1.0,0.0
160,43000000,Apaches Entertainment,UK,J.A. Bayona,Drama,3730982,A Monster Calls,PG-13,10/31/86,108,7.5,Lewis MacDougall,49969,Patrick Ness,2016,0.0,0.0,7.5,7.533333333333334,7.5,6.715720221606655,6.254035087719299,6.660601719197714,7.5,0.0,1.0,1.0,0.0
161,0,Anuline,UK,John Irvin,Comedy,2196534,A Month by the Lake,PG,10/31/86,92,6.4,Vanessa Redgrave,1897,H.E. Bates,1995,0.0,0.0,6.6,6.1,6.4,6.1657692307692304,6.143007360672984,6.660601719197714,6.4,0.0,1.0,1.0,0.0
162,0,Channel Four Films,UK,Pat O'Connor,Drama,443524,A Month in the Country,PG,11/5/86,96,7.2,Colin Firth,1038,J.L. Carr,1987,0.0,0.0,6.925,6.228571428571429,7.2,6.715720221606655,6.143007360672984,6.660601719197714,6.988888888888888,0.0,1.0,1.0,0.0
163,20000000,Before The Door Pictures,USA,J.C. Chandor,Crime,5740310,A Most Violent Year,R,11/7/86,125,7.0,Oscar Isaac,52607,J.C. Chandor,2014,0.0,0.0,7.25,7.0,7.0,6.756321839080459,6.453213443396231,6.216789819376035,7.0,0.0,1.0,1.0,0.0
164,15000000,Lionsgate,UK,Anton Corbijn,Crime,17237244,A Most Wanted Man,R,11/7/86,122,6.8,Philip Seymour Hoffman,62647,Andrew Bovell,2014,0.0,0.0,7.06,6.933333333333334,6.833333333333333,6.756321839080459,6.453213443396231,6.660601719197714,6.052272727272729,0.0,1.0,1.0,0.0
165,17000000,Broadway Pictures,USA,John Fortenberry,Comedy,30324946,A Night at the Roxbury,PG-13,11/7/86,82,6.2,Chris Kattan,50769,Steve Koren,1998,0.0,0.0,5.4,5.15,5.720000000000001,6.1657692307692304,6.254035087719299,6.216789819376035,5.916666666666667,0.0,1.0,1.0,0.0
166,0,Island Pictures,USA,William Richert,Comedy,6264058,A Night in the Life of Jimmy Reardon,R,11/7/86,90,5.5,River Phoenix,2177,William Richert,1988,0.0,0.0,6.82,5.5,5.5,6.1657692307692304,6.453213443396231,6.216789819376035,6.0,0.0,1.0,1.0,0.0
167,35000000,New Line Cinema,USA,Samuel Bayer,Horror,63075011,A Nightmare on Elm Street,R,11/7/86,95,5.2,Jackie Earle Haley,79930,Wesley Strick,2010,0.0,0.0,6.4,5.2,5.8999999999999995,5.68700361010831,6.453213443396231,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
168,4500000,New Line Cinema,USA,Chuck Russell,Action,44793222,A Nightmare on Elm Street 3: Dream Warriors,R,11/7/86,96,6.6,Heather Langenkamp,55414,Wes Craven,1987,0.0,0.0,6.5,6.099999999999999,5.6000000000000005,6.1060856498873015,6.453213443396231,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
169,13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,11/7/86,93,5.7,Robert Englund,39701,Wes Craven,1988,0.0,0.0,5.166666666666667,5.66,5.6000000000000005,5.68700361010831,6.453213443396231,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
170,6000000,New Line Cinema,USA,Stephen Hopkins,Fantasy,22168359,A Nightmare on Elm Street 5: The Dream Child,R,11/7/86,89,5.1,Robert Englund,32517,Wes Craven,1989,0.0,0.0,5.166666666666667,6.025000000000001,5.6000000000000005,5.775,6.453213443396231,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
171,14000000,Rogue,USA,David Twohy,Adventure,15483540,A Perfect Getaway,R,11/13/86,98,6.5,Milla Jovovich,59667,David Twohy,2009,0.0,0.0,5.93,6.533333333333332,5.914285714285714,6.354846938775506,6.453213443396231,6.216789819376035,5.866666666666667,0.0,1.0,1.0,0.0
172,60000000,Warner Bros.,USA,Andrew Davis,Crime,67638368,A Perfect Murder,R,11/14/86,107,6.5,Michael Douglas,68263,Frederick Knott,1998,0.0,0.0,6.74705882352941,6.477777777777778,6.5,6.756321839080459,6.453213443396231,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
